server              76030670  
client              FAIL      [client] C_TFPlayer::ShouldShowNemesisIcon
client              FAIL      [client] GetClientModeNormal
client              FAIL      [client] IGameSystem::UpdateAllSystems
client              FAIL      [client] RenderWireframeSphere
client              FAIL      [client] s_pVertexColor
client              FAIL      [client] s_pVertexColorIgnoreZ
client              FAIL      [client] usermessages
client              FAIL      [client] vgui::AnimationController::StartAnimationSequence
client              FAIL      [client] vgui::AnimationController::StartAnimationSequence [Panel]
client              FAIL      [client] vgui::Frame::Frame
client              FAIL      g_pClientMode
vguimatsurface      FAIL      [client] ApplyGaussianBlurToTexture
vguimatsurface      FAIL      [client] ApplyOutlineToTexture
vguimatsurface      FAIL      [client] CFontTextureCache::GetTextureForChars
vguimatsurface      FAIL      [client] CMatSystemSurface::DrawColoredText [va_list]
vguimatsurface      FAIL      [client] CWin32Font::Create
soundemittersystem  FAIL      CSoundEmitterSystemBase::AddSoundsFromFile
soundemittersystem  FAIL      CSoundEmitterSystemBase::InitSoundInternalParameters
datacache           FAIL      CMDLCache::BeginLock
datacache           FAIL      CMDLCache::EndLock
vstdlib             FAIL      CCvar::FindVar
sourcemodcore       FAIL      CPlayer::GetEdict
sourcemodcore       FAIL      CPlayer::GetIClient
sourcemodcore       FAIL      CPlayer::IsSourceTV
sourcemodcore       FAIL      PlayerManager::GetPlayerByIndex
sourcemodcore       FAIL      PlayerManager::OnClientPutInServer
vscript             FAIL      Msg [vscript]
vscript             FAIL      SQVM::Call

